capture_id,site,col,row,u,v,distance_m,pred_disp,lolo_scale,lolo_predicted_depth_m,abs_error_m,lolo_abs_rel
site-a-try-03,site-a,12,5,104.1875,45.5625,10.9383174438,112.598069191,0.00126422079176,7.02499675597,3.91332068782,0.35776258167
site-a-try-03,site-a,13,5,112.5625,45.5625,15.5224284035,108.989416122,0.00126422079176,7.25759526876,8.26483313474,0.532444596934
site-a-try-03,site-a,14,5,120.9375,45.5625,15.9850933326,99.054582119,0.00126422079176,7.98550712015,7.99958621246,0.500440381924
site-a-try-03,site-a,0,6,3.6875,53.9375,14.1441998678,95.064131856,0.00126422079176,8.32070998127,5.82348988655,0.411722822144
site-a-try-03,site-a,1,6,12.0625,53.9375,14.0630694786,93.3734935522,0.00126422079176,8.47136634502,5.59170313361,0.39761612087
site-a-try-03,site-a,2,6,20.4375,53.9375,14.1836354168,92.9801131487,0.00126422079176,8.50720701458,5.67642840218,0.400209694862
site-a-try-03,site-a,3,6,28.8125,53.9375,14.1869520753,91.51526618,0.00126422079176,8.64337835437,5.54357372097,0.390751564644
site-a-try-03,site-a,4,6,37.1875,53.9375,14.1112711594,92.5589735508,0.00126422079176,8.5459144635,5.56535669591,0.394390883219
site-a-try-03,site-a,5,6,45.5625,53.9375,14.0850767004,93.3715983629,0.00126422079176,8.47153829069,5.61353840971,0.398545107642
site-a-try-03,site-a,6,6,53.9375,53.9375,13.8825519703,97.9542907476,0.00126422079176,8.07520594307,5.80734602722,0.418319775762
site-a-try-03,site-a,7,6,62.3125,53.9375,11.2133201481,121.647277236,0.00126422079176,6.50241492262,4.71090522547,0.420116893414
site-a-try-03,site-a,8,6,70.6875,53.9375,13.568054224,126.920044661,0.00126422079176,6.23227854127,7.33577568278,0.5406652687
site-a-try-03,site-a,9,6,79.0625,53.9375,10.9981605893,124.36006093,0.00126422079176,6.3605715925,4.63758899684,0.42166951093
site-a-try-03,site-a,10,6,87.4375,53.9375,13.6660827547,112.309420705,0.00126422079176,7.04305182798,6.62303092671,0.48463272509
site-a-try-03,site-a,11,6,95.8125,53.9375,13.7254665231,111.002465248,0.00126422079176,7.12597750894,6.59948901418,0.480820743183
site-a-try-03,site-a,12,6,104.1875,53.9375,13.7384952117,111.208205223,0.00126422079176,7.11279414327,6.6257010684,0.482272691901
site-a-try-03,site-a,13,6,112.5625,53.9375,13.838697218,109.946904302,0.00126422079176,7.19439147304,6.64430574498,0.480125089834
site-a-try-03,site-a,14,6,120.9375,53.9375,14.0099786582,104.432285905,0.00126422079176,7.57429624317,6.43568241504,0.459364184061
site-a-try-03,site-a,15,6,129.3125,53.9375,14.1635154787,97.3262740374,0.00126422079176,8.12731277981,6.03620269885,0.426179694437
site-a-try-03,site-a,0,7,3.6875,62.3125,11.8994280269,111.384574533,0.00126422079176,7.10153155511,4.79789647184,0.403203957449
site-a-try-03,site-a,1,7,12.0625,62.3125,11.9040490707,110.08276844,0.00126422079176,7.18551215601,4.71853691467,0.396380835349
site-a-try-03,site-a,2,7,20.4375,62.3125,11.9083719013,110.983200669,0.00126422079176,7.12721444349,4.7811574578,0.401495477084
site-a-try-03,site-a,3,7,28.8125,62.3125,11.9118075427,112.177933455,0.00126422079176,7.05130720843,4.86050033429,0.408040535986
site-a-try-03,site-a,4,7,37.1875,62.3125,11.9137482959,113.4828825,0.00126422079176,6.97022364405,4.94352465181,0.4149428483
site-a-try-03,site-a,5,7,45.5625,62.3125,11.9138680364,114.737200737,0.00126422079176,6.89402448128,5.01984355516,0.421344565829
site-a-try-03,site-a,6,7,53.9375,62.3125,11.9121705463,115.520551205,0.00126422079176,6.84727576649,5.06489477982,0.425186556903
site-a-try-03,site-a,7,7,62.3125,62.3125,11.9089728714,116.338513374,0.00126422079176,6.79913338973,5.10983948165,0.429074743627
site-a-try-03,site-a,8,7,70.6875,62.3125,11.9047517082,116.976670146,0.00126422079176,6.76204126693,5.1427104413,0.431988047071
site-a-try-03,site-a,9,7,79.0625,62.3125,11.9001366877,116.636391759,0.00126422079176,6.78176904195,5.11836764571,0.430109987814
site-a-try-03,site-a,10,7,87.4375,62.3125,11.8957717085,117.586117864,0.00126422079176,6.72699367209,5.16877803645,0.434505483384
site-a-try-03,site-a,11,7,95.8125,62.3125,11.892437708,117.418451667,0.00126422079176,6.73659939785,5.1558383101,0.433539231966
site-a-try-03,site-a,12,7,104.1875,62.3125,11.8905376419,117.092486143,0.00126422079176,6.75535294236,5.13518469952,0.431871531312
site-a-try-03,site-a,13,7,112.5625,62.3125,11.8903711911,116.192242622,0.00126422079176,6.80769260445,5.08267858665,0.427461725539
site-a-try-03,site-a,14,7,120.9375,62.3125,11.8963259926,114.717982888,0.00126422079176,6.89517938583,5.00114660681,0.420394213298
site-a-try-03,site-a,15,7,129.3125,62.3125,11.8951880557,112.947019815,0.00126422079176,7.00329297831,4.89189507739,0.411249915048
site-a-try-04,site-a,6,1,53.9375,12.0625,19.4835913337,70.0616859198,0.00126422079176,11.2900661811,8.19352515259,0.420534644371
site-a-try-04,site-a,7,1,62.3125,12.0625,12.8266157998,114.528177261,0.00126422079176,6.90660665095,5.9200091488,0.461541005143
site-a-try-04,site-a,8,1,70.6875,12.0625,11.9280813691,122.675127029,0.00126422079176,6.4479335783,5.4801477908,0.459432462039
site-a-try-04,site-a,10,1,87.4375,12.0625,16.2004449294,79.1516741514,0.00126422079176,9.9934850308,6.20695989863,0.383135150032
site-a-try-04,site-a,11,1,95.8125,12.0625,19.0693961771,65.439776063,0.00126422079176,12.0874660395,6.98193013761,0.366132732928
site-a-try-04,site-a,5,2,45.5625,20.4375,19.75518774,79.5699068308,0.00126422079176,9.94095760948,9.81423013055,0.496792551896
site-a-try-04,site-a,6,2,53.9375,20.4375,12.9722224292,112.587086797,0.00126422079176,7.02568201469,5.94654041452,0.458405677745
site-a-try-04,site-a,7,2,62.3125,20.4375,8.57007418109,137.757483721,0.00126422079176,5.74198257278,2.82809160831,0.329996164391
site-a-try-04,site-a,8,2,70.6875,20.4375,7.97284916369,148.031488657,0.00126422079176,5.3434649477,2.62938421598,0.329792294072
site-a-try-04,site-a,10,2,87.4375,20.4375,10.7349650426,98.9965535402,0.00126422079176,7.99018796622,2.7447770764,0.255685702329
site-a-try-04,site-a,11,2,95.8125,20.4375,12.6745445019,94.09851408,0.00126422079176,8.40609523464,4.26844926729,0.33677338595
site-a-try-04,site-a,3,3,28.8125,28.8125,19.6270832483,88.7035698891,0.00126422079176,8.91735329011,10.7097299581,0.545660800572
site-a-try-04,site-a,5,3,45.5625,28.8125,16.7078096006,88.9477998018,0.00126422079176,8.89286831779,7.81494128283,0.46774182072
site-a-try-04,site-a,6,3,53.9375,28.8125,10.9951767836,120.201216102,0.00126422079176,6.58064116528,4.41453561832,0.401497466135
site-a-try-04,site-a,7,3,62.3125,28.8125,7.31305472881,146.331655025,0.00126422079176,5.40553628439,1.90751844442,0.26083743595
site-a-try-04,site-a,8,3,70.6875,28.8125,6.79685314124,157.447901487,0.00126422079176,5.02389084467,1.77296229657,0.260850464138
site-a-try-04,site-a,10,3,87.4375,28.8125,9.245064755,107.134798646,0.00126422079176,7.3832319731,1.8618327819,0.201386667507
site-a-try-04,site-a,11,3,95.8125,28.8125,10.7496611199,102.508900762,0.00126422079176,7.71641354963,3.0332475703,0.282171459775
site-a-try-04,site-a,3,4,28.8125,37.1875,19.6273980526,89.8906236887,0.00126422079176,8.79959486691,10.8278031857,0.551667783812
site-a-try-04,site-a,5,4,45.5625,37.1875,16.7917264862,91.2709480524,0.00126422079176,8.66651533345,8.12521115277,0.48388181879
site-a-try-04,site-a,6,4,53.9375,37.1875,11.0367571748,120.63710165,0.00126422079176,6.55686401592,4.47989315888,0.405906652464
site-a-try-04,site-a,7,4,62.3125,37.1875,7.35455150412,146.642341137,0.00126422079176,5.39408375959,1.96046774453,0.266565234254
site-a-try-04,site-a,8,4,70.6875,37.1875,6.82879831315,156.702089787,0.00126422079176,5.04780167177,1.78099664138,0.260806742227
site-a-try-04,site-a,10,4,87.4375,37.1875,9.22030645248,107.235652089,0.00126422079176,7.37628815963,1.84401829285,0.199995336636
site-a-try-04,site-a,11,4,95.8125,37.1875,10.7977196938,103.68056035,0.00126422079176,7.62921292209,3.16850677173,0.293442213872
site-a-try-04,site-a,0,5,3.6875,45.5625,14.7218698163,66.2617826462,0.00126422079176,11.9375157022,2.78435411407,0.189130467041
site-a-try-04,site-a,1,5,12.0625,45.5625,14.7882679778,67.7733197212,0.00126422079176,11.6712752754,3.11699270242,0.210774697016
site-a-try-04,site-a,4,5,37.1875,45.5625,17.9423278197,87.8610413074,0.00126422079176,9.00286473987,8.93946307985,0.498233181874
site-a-try-04,site-a,5,5,45.5625,45.5625,17.9547013111,88.94333148,0.00126422079176,8.89331507638,9.06138623476,0.50468042201
site-a-try-04,site-a,6,5,53.9375,45.5625,12.9998327236,113.177874804,0.00126422079176,6.9890079856,6.010824738,0.46237708329
site-a-try-04,site-a,7,5,62.3125,45.5625,8.58276323436,137.70896244,0.00126422079176,5.74400574063,2.83875749373,0.330750996644
site-a-try-04,site-a,8,5,70.6875,45.5625,8.074213184,146.580452204,0.00126422079176,5.39636123987,2.67785194413,0.331654847736
site-a-try-04,site-a,9,5,79.0625,45.5625,19.9678296772,68.9464923143,0.00126422079176,11.4726803967,8.4951492805,0.425441794018
site-a-try-04,site-a,10,5,87.4375,45.5625,10.7919614666,100.57482481,0.00126422079176,7.86480187551,2.92715959111,0.271235178161
